e52,e23,x38,xv38,vinqi
SUPERSTITIOUS,superstitious,supxrstitious,,अंधविश्वासी
SUPERSTITIOUSLY,superstitiously,supxrstitiously,,अंधविश्वासी ढंग से
SUPERSTORE,superstore,supxrstore,,बहुत बड़ी दुकान
SUPERSTRUCTURE,superstructure,supxrstrukture,,अधिरचना
SUPERTANKER,supertanker,supxrtankxr,,विशाल तेल वाहक पोत
SUPERTAX,supertax,supxrtax,,अतिरिक्त कर
SUPERVENE,superwene,supxrwene,,आकस्मिक रूप से होना
SUPERVISE,superwise,supxrwise,,निरीक्षण करना
SUPERVISING,superwising,supxrwising,,अधीक्षण
SUPERVISION,superwision,supxrwision,,जिम्मेदारी
SUPERVISOR,superwisor,supxrwisor,,दरोग़ा
SUPERVISORY,superwisory,supxrwisory,,निरीक्षणात्मक
SUPINE,supine,supine,,अविरोधी
SUPINELY,supinely,supinely,,चित
SUPPER,supper,suppxr,,ब्यालू
SUPPLANT,supplant,supplant,,जगह लेना
SUPPLE,supple,supple,,अनुकूलनीय
SUPPLELY,supplely,supplely,,लचीलेपन के साथ
SUPPLEMENT,supplement,supplement,,अतिरिक्त
SUPPLEMENTARY,supplementary,supplementary,,अतिरिक्त
SUPPLENESS,suppleness,suppleness,,अनुकूलनशीलता
SUPPLIANT,suppliant,suppliant,,विनयी
SUPPLICANT,supplicant,supplikant,,प्रार्थी
SUPPLICATE,supplicate,supplikate,,प्रार्थना करना
SUPPLICATION,supplication,supplikation,,अनुनय विनय
SUPPLICATORY,supplicatory,supplikatory,,विनयी
SUPPLIER,supplier,supplixr,,उपलब्ध कराने वाला
SUPPLY,supply,supply,,आपूर्ति करना
SUPPORT,support,support,,आधार
SUPPORTED,supported,supported,,सहयोग किया
SUPPORTER,supporter,supportxr,,आहारदाता
SUPPORTING,supporting,supporting,,टेक देने वाला
SUPPORTIVE,supportiwe,supportiwe,,मददगार
SUPPOSE,suppose,suppose,,अगर
SUPPOSED,supposed,supposed,,अपेक्षित
SUPPOSEDLY,supposedly,supposedly,,कथित रूप से
SUPPOSITION,supposition,supposition,,अनुमान
SUPPOSITON,suppositon,suppositon,,अनुमान
SUPPOSITORY,suppository,suppository,,वर्ति
SUPPRESANT,suppresant,suppresant,,दबानेवाला वस्तु
SUPPRESS,suppress,suppress,,दबा देना
SUPPRESSANT,suppressant,suppressant,,दमनकारी
SUPPRESSED,suppressed,suppressed,,दबाया हुआ
SUPPRESSER,suppresser,suppressxr,,अवरोधक
SUPPRESSION,suppression,suppression,,दमन
SUPPRESSOR,suppressor,suppressor,,अवरोधक
SUPPURATE,suppurate,suppurate,,पिपियाना
SUPPURATION,suppuration,suppuration,,पीप
SUPRA,supra,supra,,उपर्युक्त
SUPREMACY,supremacy,supremasi,,प्रभुत्व
SUPREME,supreme,supreme,,उच्चतम
SUPREMO,supremo,supremo,,बड़ा अवसर
SUPRENITENDANCE,suprenitendance,suprenitendanse,,पर्यवेक्षण
SUPRESS,supress,supress,,दबाना
SURCHARGE,surcharge,surcarge,,अतिवेशित करना
SURD,surd,surd,,अघोष व्यंजन
SURE,sure,sure,,अचूक
SURELY,surely,surely,,अवश्य
SURENESS,sureness,sureness,,अचूकता
SURETY,surety,surety,,जमानती
SURF,surf,surf,,अंतर्जाल का उपयोग करना
SURFACE,surface,surfase,,उतराना
SURFACTANT,surfactant,surfaktant,,आर्द्रक
SURFBOARD,surfboard,surfboard,,तख्ता
SURFBOARDING,surfboarding,surfboarding,,तरंग पट्टी पर बहना
SURFEIT,surfeit,surfeit,,अतिभोजन
SURFER,surfer,surfxr,,अंतर्जाल का उपयोग करने वाला
SURFING,surfing,surfing,,तरंग पट्टी पर बहना
SURFRIDING,surfriding,surfriding,,तरंग पट्टी पर बहना
SURGE,surge,surge,,आगे बढ़ना
SURGEON,surgeon,surgeon,,दंत चिकित्सक
SURGERY,surgery,surgxry,,आम दरबार का समय
SURGICAL,surgical,surgikal,,शल्यक
SURGICALLY,surgically,surgikally,,शल्यक्रिया द्वारा
SURLINESS,surliness,surliness,,चिड़चिड़ापन
SURLY,surly,surly,,खिन्न
SURMISAL,surmisal,surmisal,,अनुमान
SURMISE,surmise,surmise,,अंदाज़ लगाना
SURMOUNT,surmount,surmount,,अधिक होना
SURMOUNTABLE,surmountable,surmountable,,जीतने योग्य
SURNAME,surname,surname,,कुल नाम
SURPASS,surpass,surpass,,आगे निकल ज़ाना
SURPASSING,surpassing,surpassing,,असाधारण
SURPLICE,surplice,surplise,,ढ़ीला श्वेत चोला
SURPLUS,surplus,surplus,,अतिरिक्त
SURPRISED,surprised,surprised,,आश्चर्यचकित
SURPRISING,surprising,surprising,,आश्चर्यजनक
SURPRISINGLY,surprisingly,surprisingly,,आश्चर्यजनक रूप से
SURPRISINGNESS,surprisingness,surprisingness,,अनपेक्षितता
SURREAL,surreal,surreal,,अतियथार्थवादी
SURREALISM,surrealism,surrealism,,अतियथार्थवाद
SURREALIST,surrealist,surrealist,,अतियथार्थवादी
SURREALISTIC,surrealistic,surrealistik,,अतियथार्थवादी दृष्टिकोण
SURRENDAR,surrendar,surrendar,,समर्पण
SURRENDER,surrender,surrendxr,,आत्मसमर्पण करना
SURRENDERER,surrenderer,surrendxrxr,,आत्मसमर्पणकर्ता
SURRENDERING,surrendering,surrendxring,,अर्पण
SURREPTITIOUS,surreptitious,surreptitious,,गुप्त
SURREPTITIOUSLY,surreptitiously,surreptitiously,,अंतःसरण
SURREY,surrey,surrey,,सरी
SURROGACY,surrogacy,surrogasi,,नायब का दफ़्तर
SURROGATE,surrogate,surrogate,,नायब
SURROUND,surround,surround,,किनारा
SURROUNDING,surrounding,surrounding,,आस पास का
SURROUNDINGS,surroundings,surroundings,,परिवेश
SURTAX,surtax,surtax,,अतिरिक्त कर
SURVEILLANCE,surweillance,surweillanse,,निगरानी
SURVEY,surwey,surwey,,अवलोकन करना
SURVEYOR,surweyor,surweyor,,रकबामापी
SURVIVAL,surwiwal,surwiwal,,से बच जाना
SURVIVE,surwiwe,surwiwe,,अस्तित्व में होना
SURVIVOR,surwiwor,surwiwor,,उत्तरजीवी
SUSAN,susan,susan,,भोजन की ट्राली
SUSCEPTIBILITY,susceptibility,susseptibility,,अतिसंवेदनशीलता
SUSCEPTIBLE,susceptible,susseptible,,अतिसंवेदनशील
SUSCEPTIBLENESS,susceptibleness,susseptibleness,,अतिसंवेदनशीलता
SUSHI,sushi,sushi,,जापानी भोजन
SUSPECT,suspect,suspekt,,अपराधी समझना
SUSPEND,suspend,suspend,,निलम्बित करना
SUSPENDED,suspended,suspended,,अवलाम्बिताका
SUSPENDER,suspender,suspendxr,,इलास्टिक बंद
SUSPENDERS,suspenders,suspendxrs,,गेलिस
SUSPENSE,suspense,suspense,,अनिश्चय
SUSPENSION,suspension,suspension,,थोड़े समय के लिये रुकावट
SUSPENSOR,suspensor,suspensor,,गुप्तांग अवलंब
SUSPICION,suspicion,suspision,,अविश्वास
SUSPICIOUS,suspicious,suspisious,,शंकास्पद
SUSPICIOUSLY,suspiciously,suspisiously,,अविश्वासपूर्ण ढंग से
SUSPICIOUSNESS,suspiciousness,suspisiousness,,शक्की स्वभाव
SUSPIRE,suspire,suspire,,गहरी साँस लेना
SUSS,suss,suss,,कुछ खोज़ निकालना
SUSSEX,sussex,sussex,,ससेक्स
SUSTAIN,sustain,sustain,,उठाना
SUSTAINABILITY,sustainability,sustainability,,निरंतरता
SUSTAINABLE,sustainable,sustainable,,कायम रहने वाला
SUSTAINED,sustained,sustained,,अनवरत
SUSTANANCE,sustanance,sustananse,,पुष्टि
SUSTENANCE,sustenance,sustenanse,,अवलंब
SUSURRANT,susurrant,susurrant,,फुसफुसाता
SUSURRATION,susurration,susurration,,फुसफुसाहट
SUTLER,sutler,sutlxr,,रसद संभरक
SUTURA,sutura,sutura,,तांतव संधि
SUTURE,suture,suture,,घाव में टाँका लगाना
SUZHOU.HTML,suzhou.html,suzhou.html,,ह्ट्ट्प्:
SUZHU,suzhu,suzhu,,सुज़ु
SVELTE,swelte,swelte,,कोमल
SW,sw,sw,,द.प.
SWAB,swab,swab,,पोछना
SWADDLE,swaddle,swaddle,,कपड़े में कस कर लपेटना
SWAG,swag,swag,,झोल पड़ना
SWAGGER,swagger,swaggxr,,अकड़ कर चलना
SWAGGIE,swaggie,swaggie,,पोटलीधारी मजदूर
SWAGMAN,swagman,swagman,,पोटलीधारी मजदूर
SWAIN,swain,swain,,नौजवान प्रेम
SWALLOW,swallow,swallow,,अबाबील
SWAM,swam,swam,,तैरा
SWAMI,swami,swami,,स्वामी
SWAMP,swamp,swamp,,जलमग्न कर देना
SWAMPY,swampy,swampy,,धसाऊ
SWAMY,swamy,swamy,,स्वामी
SWAN,swan,swan,,भटकना
SWANKY,swanky,swanky,,तड़क भड़क वाला
SWANSONG,swansong,swansong,,अंतिम कृति
SWAP,swap,swap,,अदल बदल करना
SWARD,sward,sward,,घास स्थली
SWARM,swarm,swarm,, झुण्ड में छत्ता छोड़ देना
SWARTHY,swarthy,swarthy,,साँवला
SWASH,swash,swash,,शेखी मारना
SWASHBUCKLING,swashbuckling,swashbukling,,रोमांचक और उत्साहपूर्ण
SWASTIKA,swastika,swastika,,स्वस्तिक
SWAT,swat,swat,,मारना
SWATCH,swatch,swatc,,कपड़े का नमूना
SWATH,swath,swath,,पट्टी
SWATHE,swathe,swathe,,चौड़ी पट्टी
SWAY,sway,sway,,अधिकार क्षेत्र
SWEAL,sweal,sweal,,गलकर बहना
SWEAR,swear,swear,,अंग छूना
SWEAT,sweat,sweat,,अनुभवी सैनिक
SWEATER,sweater,sweatxr,,जर्सी
SWEATHEART,sweatheart,sweatheart,,दिलरुबा
SWEATING,sweating,sweating,,पसीना
SWEATS,sweats,sweats,,व्यायाम वस्त्र
SWEATSHIRT,sweatshirt,sweatshirt,,स्वेटशर्ट
SWEATSHOP,sweatshop,sweatshop,,मज़दूरों की जगह
SWEATY,sweaty,sweaty,,पसीना बहाने वाला
SWEDE,swede,swede,,एक तरफ़ की सब्जी
SWEDEN,sweden,sweden,,स्वीडन
SWEDISH,swedish,swedish,,स्वीडन का
SWEEP,sweep,sweep,,अकड़कर चलना
SWEEPER,sweeper,sweepxr,,झाड़न
SWEEPING,sweeping,sweeping,,अंधाधुंध
SWEEPINGS,sweepings,sweepings,,अवस्कर
SWEEPSTAKE,sweepstake,sweepstake,,घुड़दौड़ की बाज़ी
SWEET,sweet,sweet,,अच्छा
SWEETBREAD,sweetbread,sweetbread,,स्वीट ब्रेड
SWEETEN,sweeten,sweeten,,और मीठा करना
SWEETENED,sweetened,sweetened,,मीठा किया गया
SWEETENER,sweetener,sweetenxr,,प्रलोभन
SWEETHEART,sweetheart,sweetheart,,पक्षपातपूर्ण
SWEETIE,sweetie,sweetie,,प्यार से
SWEETISH,sweetish,sweetish,,प्यारा सा
SWEETLY,sweetly,sweetly,,अच्छे ढ़ंग से
SWEETNESS,sweetness,sweetness,,मधुरता
SWEETPEA,sweetpea,sweetpea,,मीठी मटर
SWELL,swell,swell,,उठाना
SWELLING,swelling,swelling,,अंड वृध्दि
SWELTER,swelter,sweltxr,,औंसना
SWELTERING,sweltering,sweltxring,,तपता
SWELTRY,sweltry,sweltry,,गरमी से तपता
SWEPT,swept,swept,,घूमा हुआ
SWERVE,swerwe,swxrwe,,झटके से मुड़ना
SWERVING,swerwing,swxrwing,,मोड़
SWEVEN,swxwxn,swxwxn,,स्वप्न
SWIFT,swift,swift,,गिरगिट
SWIFTER,swifter,swiftxr,,तेज चलने वाला
SWIFTLY,swiftly,swiftly,,तेज़ी से
SWIFTNESS,swiftness,swiftness,,तेज़ी
SWIG,swig,swig,,अंधाधुंध मारना
SWILL,swill,swill,,खंगालना
SWIM,swim,swim,,चकराना
SWIMMER,swimmer,swimmxr,,तैराक
SWIMMING,swimming,swimming,,तैराकी
SWIMMINGLY,swimmingly,swimmingly,,आराम से
SWIMSUIT,swimsuit,swimsuit,,तैराकी की पोशाक
SWIMWEAR,swimwear,swimwear,,तैरने की पोशाक
SWINDLE,swindle,swindle,,कपट करना
SWINDLER,swindler,swindlxr,,कपटी
SWINE,swine,swine,,सूअर
SWING,swing,swing,,घूमना
SWINGE,swinge,swinge,,कोड़े की तरह फटकारना
SWINGEING,swingeing,swingeing,,कठोर
SWINGER,swinger,swingxr,,झूठों का सरताज
SWINGING,swinging,swinging,,ज़िंदादिल
SWINGLETREE,swingletree,swingletree,,अर्गला
SWINISH,swinish,swinish,,लालचियों के समान
SWIPE,swipe,swipe,,अन्धाधुन्ध मार
SWIRL,swirl,swirl,,घूमते हुए बहना
SWIRLING,swirling,swirling,,घूर्णमान
SWISH,swish,swish,,आलीशान
SWISS,swiss,swiss,,स्विट्जर्लैंड़ का निवासी
SWITCH,switch,switc,,अचानक बदलना
SWITCHBACK,switchback,switcbak,,टेढ़ा मेढ़ा रस्ता
SWITCHBLADE,switchblade,switcblade,,बटनदार चाकू
SWITCHBOARD,switchboard,switcboard,,स्विचबोर्ड
SWITCHER,switcher,switcxr,,चाबुक मारने वाला
SWITH,swith,swith,,तीव्रता पूर्वक
SWITZERLAND,switzerland,switzxrland,,स्विट्ज़रलैंड
SWIVEL,swiwel,swiwel,,घुमाना
SWIVET,swiwet,swiwet,,उत्सुकता पूर्ण रोमांच
SWOB,swob,swob,,पोछा लगाना
SWOLLEN,swollen,swollen,,घमण्डी
SWOON,swoon,swoon,,आहें भरना
SWOOP,swoop,swoop,,अधीन होना
SWOOPSTAKE,swoopstake,swoopstake,,अंधाधुंध
SWOOSH,swoosh,swoosh,,सड़ाके से जाना
SWOP,swop,swop,,के बदले में देना
SWORD,sword,sword,,असि
SWORDFISH,swordfish,swordfish,,तेगा मछली
SWORDLESS,swordless,swordless,,बिना तलवार के
SWORDLIKE,swordlike,swordlike,,तलवार के आकार का
SWORDPLAY,swordplay,swordplay,,तलवारबाज़ी
SWORDSMAN,swordsman,swordsman,,तलवारबाज़
SWORDSMANSHIP,swordsmanship,swordsmanship,,असिकौशल
SWORE,swore,swore,,सितारा मछली
SWORN,sworn,sworn,,कट्टर
SWOSH,swosh,swosh,,सड़ाके से जाना
SWOT,swot,swot,,कठिन परिश्रम करना
SYBARITE,sybarite,sybarite,,ऐयाश
SYBARITIC,sybaritic,sybaritik,,विलासमय
SYCAMORE,sycamore,sykamore,,गूलर की लकड़ी
SYCOPHANCY,sycophancy,sykophansi,,खुशामद
SYCOPHANT,sycophant,sykophant,,खुशामदी
SYCOPHANTIC,sycophantic,sykophantik,,खुशामदी
SYDNEY,sydney,sydney,,सिडनी
SYLLABLE,syllable,syllable,,अक्षर
SYLLABUS,syllabus,syllabus,,पाठ्यक्रम
SYLLOGISM,syllogism,syllogism,,न्यायवाक्य
SYLLOGISTIC,syllogistic,syllogistik,,न्यायबद्ध
SYLPHLIKE,sylphlike,sylphlike,,परी जैसा
SYLVAN,sylwan,sylwan,,गंवार
SYMBIOSIS,symbiosis,symbiosis,,सहजीवन
SYMBIOTIC,symbiotic,symbiotik,,सहजीवी
SYMBOL,symbol,symbol,,कामुक आकर्षणयुक्त व्यक्ति
SYMBOLATRY,symbolatry,symbolatry,,प्रतीकोपासना
SYMBOLIC,symbolic,symbolik,,प्रतीकात्मक
SYMBOLICAL,symbolical,symbolikal,,प्रतीकात्मक
SYMBOLICALLY,symbolically,symbolikally,,लाक्षणिक रूप से
SYMBOLISATION,symbolisation,symbolisation,,प्रतीकात्मकता
SYMBOLISE,symbolise,symbolise,,प्रतीक द्वारा प्रस्तुत करना
SYMBOLISER,symboliser,symbolisxr,,प्रतीकवादी
SYMBOLISM,symbolism,symbolism,,प्रतीकवाद
SYMBOLIST,symbolist,symbolist,,प्रतीकवादी
SYMBOLIZATION,symbolization,symbolization,,प्रतीकात्मकता
SYMBOLIZE,symbolize,symbolize,,प्रतीक होना
SYMBOLIZER,symbolizer,symbolizxr,,प्रतीकवादी
SYMBOLOGY,symbology,symbology,,प्रतीकविद्या
SYMBOLOLATRY,symbololatry,symbololatry,,प्रतीकोपासना
SYMMETRIC,symmetric,symmetrik,,एक सा
SYMMETRICAL,symmetrical,symmetrikal,,एक सा
SYMMETRICALLY,symmetrically,symmetrikally,,संतुलित रूप से
SYMMETRICALNESS,symmetricalness,symmetrikalness,,सममिति
SYMMETRY,symmetry,symmetry,,अनुपातिक उत्तमता
SYMPATHETIC,sympathetic,sympathetik,,अनुकंपी
SYMPATHETICALLY,sympathetically,sympathetikally,,संवेदी तंत्रिका तंत्र के अनुसार
SYMPATHISE,sympathise,sympathise,,समर्थन करना
SYMPATHISER,sympathiser,sympathisxr,,समर्थक
SYMPATHIZE,sympathize,sympathize,,समर्थन करना
SYMPATHIZER,sympathizer,sympathizxr,,समर्थक
SYMPATHY,sympathy,sympathy,,मेल
SYMPHONIC,symphonic,symphonik,,समस्वर
SYMPHONY,symphony,symphony,,सिंफ़नी
SYMPOSIARCH,symposiarch,symposiarc,,विशेष अतिथि के परिचय में जाम उठाने वाला
SYMPOSIUM,symposium,symposium,,निबन्ध संग्रह
SYMPTOM,symptom,symptom,,आसार
SYMPTOMATIC,symptomatic,symptomatik,,रोगसूचक
SYNAGOGUE,synagogue,synagogue,,यहूदी उपासनागृह
SYNAPSE,synapse,synapse,,अंतरग्रथनअ
SYNAPTIC,synaptic,synaptik,,अंतरग्रथनीय
SYNC,sync,synk,,समकालन
SYNCHROMESH,synchromesh,syncromesh,,वाहन का एक भाग जिससे वाहन निर्विघ्न रूप से चलता है
SYNCHRONAL,synchronal,syncronal,,समकालिक
SYNCHRONIC,synchronic,syncronik,,एककालिक
SYNCHRONISATION,synchronisation,syncronisation,,तुल्यकालन
SYNCHRONISE,synchronise,syncronise,,एक ही समय में होना
SYNCHRONISED,synchronised,syncronised,,समकालिक
SYNCHRONIZATION,synchronization,syncronization,,तुल्यकालन
SYNCHRONIZE,synchronize,syncronize,,एक ही समय में होना
SYNCHRONIZED,synchronized,syncronized,,समकालिक
SYNCHRONOUS,synchronous,syncronous,,तुल्यकालिक
SYNCOPATED,syncopated,synkopated,,तालपरिवर्तित
SYNCOPATION,syncopation,synkopation,,अक्षरलोप
SYNDICALISM,syndicalism,syndikalism,,श्रमिकसंघवाद
SYNDICALIST,syndicalist,syndikalist,,श्रमिकसंघवादी
SYNDICATE,syndicate,syndikate,,प्रकाशन हेतु संघ बनाना
SYNDICATION,syndication,syndikation,,संघ द्वारा प्रकाशन
SYNDROME,syndrome,syndrome,,डाउन्स सिंड्रोम
SYNE,syne,syne,,आउल्ड लैण्ग सायन
SYNERGISM,synergism,synxrgism,,सहक्रिया
SYNERGY,synergy,synxrgy,,सहक्रिया
SYNOD,synod,synod,,धर्मसभा
SYNONYM,synonym,synonym,,समानार्थी
SYNONYMOUS,synonymous,synonymous,,पर्यायवाची
SYNONYMOUSLY,synonymously,synonymously,,समानार्थी रूप से
SYNONYMS,synonyms,synonyms,,पर्यायवाची
SYNOPSIS,synopsis,synopsis,,संक्षेप
SYNOPTIC,synoptic,synoptik,,संक्षिप्त
SYNTACTIC,syntactic,syntaktik,,वाक्य रचना संबंधी
SYNTACTICAL,syntactical,syntaktikal,,वाक्य रचना संबंधी
SYNTACTICALLY,syntactically,syntaktikally,,वाक्य रचना की दृष्टि से
SYNTAX,syntax,syntax,,रचनाक्रम
SYNTHESIS,synthesis,synthesis,,मिलावट
SYNTHESISE,synthesise,synthesise,,कृत्रिम उत्पाद बनाना
SYNTHESISER,synthesiser,synthesisxr,,संश्लेषक
SYNTHESIST,synthesist,synthesist,,संश्लेषक
SYNTHESIZE,synthesize,synthesize,,कृत्रिम उत्पाद बनाना
SYNTHESIZER,synthesizer,synthesizxr,,संश्लेषक
SYNTHETIC,synthetic,synthetik,,अवास्तविक
SYNTHETICAL,synthetical,synthetikal,,संश्लेषणात्मक
SYNTHETICALLY,synthetically,synthetikally,,कृत्रिम रूप से
SYPH,syph,syph,,उपदंश
SYPHILIS,syphilis,syphilis,,उपदंश
SYPHON,syphon,syphon,,बेइमानी से निकालना
SYRINGE,syringe,syringe,,पिचकारी मारना
SYRINX,syrinx,syrinx,,पैन पाइप
SYRUP,syrup,syrup,,चाशनी
SYRUPY,syrupy,syrupy,,अतिशय मीठा
SYSTEMATIC,systematic,systematik,,आयोजित
SYSTEMATICALLY,systematically,systematikally,,करीने से
SYSTEMATICS,systematics,systematiks,,वर्गीकरण विज्ञान
SYSTEMATISATION,systematisation,systematisation,,व्यवस्थापन
SYSTEMATISE,systematise,systematise,,पद्धतिबद्ध करना
SYSTEMATISED,systematised,systematised,,पद्धतिबद्ध
SYSTEMATISER,systematiser,systematisxr,,व्यवस्थापक
SYSTEMATISM,systematism,systematism,,व्यवस्थावाद
SYSTEMATIST,systematist,systematist,,वर्गीकरण विज्ञानी
SYSTEMATIZATION,systematization,systematization,,व्यवस्थापन
SYSTEMATIZE,systematize,systematize,,पद्धतिबद्ध करना
SYSTEMATIZED,systematized,systematized,,पद्धतिबद्ध
SYSTEMATIZER,systematizer,systematizxr,,व्यवस्थापक
SYSTEMIC,systemic,systemik,,तंत्रानुसारी
SYSTEMICALLY,systemically,systemikally,,दैहिक रूप से
SYSTEMISE,systemise,systemise,,पद्धतिबद्ध करना
SYSTEMIZE,systemize,systemize,,पद्धतिबद्ध
SYSTOLE,systole,systole,,प्रकुंचन
SYSTOLIC,systolic,systolik,,प्रकुंचक
T,t,t,,अंग्रेजी वर्णमाला का एक अक्षर
T.B.,t.b.,t.b.,,टीबी
TA,ta,ta,,अध्यापन सहायक
TABASCO,tabasco,tabasko,,टबैस्को
TABBY,tabby,tabby,,धारीदार भूरी बिल्ली
TABERNACLE,tabernacle,tabxrnakle,,अस्थायी उपासनागृह
TABLE,table,table,,ऊँची मेज़
TABLEAU,tableau,tableau,,झाँकी
TABLECLOTH,tablecloth,tablekloth,,मेजपोश
TABLELAND,tableland,tableland,,पठार
TABLES,tables,tables,,पाँसा पलट देना
TABLESPOON,tablespoon,tablespoon,,बडा चम्मच
TABLESPOONFUL,tablespoonful,tablespoonful,,बड़ा चम्मच्
TABLET,tablet,tablet,,गोली
TABLEWARE,tableware,tabliyuare,,भोजन पात्र
TABLOID,tabloid,tabloid,,पत्रिका
TABOO,taboo,taboo,,निषिद्ध घोषित करना
TABOR,tabor,tabor,,तबला
TABU,tabu,tabu,,निषिद्ध
TABULAR,tabular,tabular,,मेज़ की तरह सपाट
TABULARISE,tabularise,tabularise,,सारणीबद्ध करना
TABULARIZE,tabularize,tabularize,,सारणीबद्ध करना
TABULATE,tabulate,tabulate,,सपाट आकार देना
TABULATION,tabulation,tabulation,,सारणीकरण
TABULATOR,tabulator,tabulator,,सारणी बनाने वाली मशीन
TACHOMETER,tachometer,tacometxr,,गति मापक
TACIT,tacit,tasit,,अनुक्त
TACITLY,tacitly,tasitly,,अकथित रूप से
TACITURN,taciturn,tasiturn,,अल्प भाषी
TACITURNITY,taciturnity,tasiturnity,,अल्पभाषिता
TACITURNLY,taciturnly,tasiturnly,,खामोशी से
TACK,tack,tak,,कच्चा टाँका
TACKINESS,tackiness,takiness,,चिपचिपाहट
TACKLE,tackle,takle,,घिरनी
TACKLER,tackler,taklxr,,छीनने वाला
TACKY,tacky,taky,,चिपचिपा
TACO,taco,tako,,चिल्ला
TACT,tact,takt,,चातुर्य
TACTFUL,tactful,taktful,,चातुर्यपूर्ण
TACTFULLY,tactfully,taktfully,,चतुराई से
TACTFULNESS,tactfulness,taktfulness,,व्यवहार कुशलता
TACTIC,tactic,taktik,,तिकड़म
TACTICAL,tactical,taktikal,,अल्पप्रभावी
TACTICALLY,tactically,taktikally,,उपायतः
TACTICIAN,tactician,taktisian,,रणनीतिज्ञ
TACTICS,tactics,taktiks,,युद्द कौशल
TACTILE,tactile,taktile,,स्पर्श योग्य
TACTLESS,tactless,taktless,,अकुशल
TACTLESSLY,tactlessly,taktlessly,,अव्यावहारिक ढंग से
TACTLESSNESS,tactlessness,taktlessness,,अभद्रता
TAD,tad,tad,,छोटा सा लड़का
TADPOLE,tadpole,tadpole,,मेंढक का बच्चा
TAFFETA,taffeta,taffeta,,ताफ्ता
TAFFY,taffy,taffy,,टफ़ी
TAFT,taft,taft,,टैफ़्ट
TAG,tag,tag,,आंशिक प्रश्न
TAGGED,tagged,tagged,,चिन्हित
TAHASIL,tahasil,tahasil,,अनुमण्डल
TAHSIL,tahsil,tahsil,,अनुमण्डल
TAI,tai,tai,,थाई भाषा क्
TAIL,tail,tail,,अंत
TAILBACK,tailback,tailbak,,यातायात की बहुत लम्बी कतार
TAILBOARD,tailboard,tailboard,,गाड़ी का पिछला तख्ता
TAILCOAT,tailcoat,tailkoat,,औपचारिक वस्त्र
TAILENDER,tailender,tailendxr,,अंत में आने वाला खिलाड़ी
TAILGATE,tailgate,tailgate,,गाड़ी का पिछला तख्ता
TAILLESS,tailless,tailless,,पूँछहीन
TAILLIGHT,taillight,taillait,,गाड़ी की पिछली बत्तीई
TAILOR,tailor,tailor,,अनुकूल बनाना
TAILORED,tailored,tailored,,दर्जी का बनाया
TAILORING,tailoring,tailoring,,सिलाई
TAILPIECE,tailpiece,tailpiese,,तार का अंतिम सिरा जोड़ने वाली पट्टी
TAILPLANE,tailplane,tailplane,,विमान का अंत्य भाग
TAILSPIN,tailspin,tailspin,,अनियंत्रित गिरावट
TAILWIND,tailwind,tailwind,,अनुकूल हवा
TAINT,taint,taint,,कलंकित करना
TAINTED,tainted,tainted,,दूषित
TAKE,take,take,,अपनाना
TAKEOFF,takeoff,takeoff,,विद्रूपिका
TAKEOUT,takeout,takeout,,ले जाने के लिये तैयार
TAKEOVER,takeower,takeowxr,,अधीनीकरण
TAKER,taker,takxr,,दाँव लगाने वाला
TAKING,taking,taking,,आकर्षक
TAKINGS,takings,takings,,आय
TAKSHILA,takshila,takshila,,तक्षशिला
TALC,talc,talk,,टैल्क
TALE,tale,tale,,अपना दुखड़ा रोना
TALEBEARER,talebearer,talebearxr,,चुगलखोर
TALENT,talent,talent,,कामोत्तेजक ढंग से आकर्षक लोग
TALENTED,talented,talented,,प्रतिभावान
TALENTLESS,talentless,talentless,,प्रतिभाहीन
TALENTSCOUT,talentscout,talentskout,,प्रतिभाशाली व्यक्तियों को ढ़ूँढ निकालनेवाला
TALETELLER,taleteller,taletellxr,,चुगलखोर
TALISMAN,talisman,talisman,,आडम्बरपूर्ण धार्मिक कृत्य
TALKATIVE,talkatiwe,talkatiwe,,बातूनी
TALKER,talker,talkxr,,चिकनी चुपड़ी बातें करने वाला
TALKIE,talkie,talkie,,अमूक चलचित्र
TALKS,talks,talks,,पैसा बोलता है
TALL,tall,tall,,अत्यधिक
TALLBOY,tallboy,tallboy,,कपड़ों की बड़ी अल्मारी
TALLOW,tallow,tallow,,चर्बी लगाना
TALLY,tally,tally,,मेल खाना
TALMUD,talmud,talmud,,सन्त चरित्र का संग्रह
TALON,talon,talon,,चंगुल
TALUK,taluk,taluk,,तालुका
TALUKA,taluka,taluka,,ताल्लुका
TALUQ,taluk,taluk,,तालुक़ा
TALUS,talus,talus,,शैल मलबा
TALWIN,talwin,talwin,,टाल्विन
TAMARAIND,tamaraind,tamaraind,,इमली का वृक्ष
TAMARIND,tamarind,tamarind,,इमली
TAMARINDO,tamarindo,tamarindo,,इमली का वृक्ष
TAMBOURINE,tambourine,tambourine,,खँजड़ी
TAME,tame,tame,,अनुकूल बनाना
TAMED,tamed,tamed,,उपयोगी
TAMELY,tamely,tamely,,दब्बूपन के साथ
TAMENESS,tameness,tameness,,पालतूपन
TAMP,tamp,tamp,,डाट
TAMPER,tamper,tampxr,,हस्तक्षेप करना
TAMPION,tampion,tampion,,डाट
TAMPON,tampon,tampon,,टैम्पन
TAN,tan,tan,,चर्म शोधन करना
TANAKA,tanaka,tanaka,,टनका
